,Regiao - Sigla,Estado - Sigla,Municipio,Revenda,CNPJ da Revenda,Nome da Rua,Numero Rua,Complemento,Bairro,Cep,Produto,Data da Coleta,Valor de Venda,Valor de Compra,Unidade de Medida,Bandeira
74774,NE,CE,FORTALEZA,POSTO SANTA CECILIA LTDA, 04.487.745/0001-88,AVENIDA WASHINGTON SOARES,4600,0,CIDADE DOS FUNCIONÁRIOS,60830-641,DIESEL S10,29/01/2024,"6,07",,R$ / litro,VIBRA
74775,NE,CE,FORTALEZA,POSTO SANTA CECILIA LTDA, 04.487.745/0001-88,AVENIDA WASHINGTON SOARES,4600,0,CIDADE DOS FUNCIONÁRIOS,60830-641,ETANOL,29/01/2024,"4,39",,R$ / litro,VIBRA
74776,NE,CE,FORTALEZA,H M A COMERCIAL DE COMBUSTIVEIS LTDA, 01.564.759/0001-60,RUA PROF GOMES BRASIL,475,,PARANGABA,60720-150,GNV,29/01/2024,"4,99",,R$ / m³,IPIRANGA
74777,NE,CE,FORTALEZA,H M A COMERCIAL DE COMBUSTIVEIS LTDA, 01.564.759/0001-60,RUA PROF GOMES BRASIL,475,,PARANGABA,60720-150,GASOLINA,29/01/2024,"5,93",,R$ / litro,IPIRANGA
74778,NE,CE,FORTALEZA,H M A COMERCIAL DE COMBUSTIVEIS LTDA, 01.564.759/0001-60,RUA PROF GOMES BRASIL,475,,PARANGABA,60720-150,GASOLINA ADITIVADA,29/01/2024,"5,99",,R$ / litro,IPIRANGA
74779,NE,CE,FORTALEZA,H M A COMERCIAL DE COMBUSTIVEIS LTDA, 01.564.759/0001-60,RUA PROF GOMES BRASIL,475,,PARANGABA,60720-150,DIESEL S10,29/01/2024,"5,99",,R$ / litro,IPIRANGA
74780,NE,CE,FORTALEZA,H M A COMERCIAL DE COMBUSTIVEIS LTDA, 01.564.759/0001-60,RUA PROF GOMES BRASIL,475,,PARANGABA,60720-150,ETANOL,29/01/2024,"4,19",,R$ / litro,IPIRANGA
74781,NE,CE,FORTALEZA,SOUZA COMÉRCIO DE PETRÓLEO E SERVIÇOS LTDA, 04.078.953/0001-23,AVENIDA PONTES VIEIRA,2250,0,DIONISIO TORRES,60130-240,GASOLINA,29/01/2024,"5,99",,R$ / litro,RAIZEN
74782,NE,CE,FORTALEZA,SOUZA COMÉRCIO DE PETRÓLEO E SERVIÇOS LTDA, 04.078.953/0001-23,AVENIDA PONTES VIEIRA,2250,0,DIONISIO TORRES,60130-240,GASOLINA ADITIVADA,29/01/2024,"6,19",,R$ / litro,RAIZEN
74783,NE,CE,FORTALEZA,SOUZA COMÉRCIO DE PETRÓLEO E SERVIÇOS LTDA, 04.078.953/0001-23,AVENIDA PONTES VIEIRA,2250,0,DIONISIO TORRES,60130-240,DIESEL S10,29/01/2024,"5,79",,R$ / litro,RAIZEN
74784,NE,CE,FORTALEZA,SOUZA COMÉRCIO DE PETRÓLEO E SERVIÇOS LTDA, 04.078.953/0001-23,AVENIDA PONTES VIEIRA,2250,0,DIONISIO TORRES,60130-240,ETANOL,29/01/2024,"3,95",,R$ / litro,RAIZEN
74785,NE,CE,FORTALEZA,JP COMERCIO DE COMBUSTIVEIS E LUBRIFICANTES LTDA, 05.352.158/0002-25,AVENIDA VALDIR DIOGO,700,,PARQUE SANTO ANTONIO,60191-070,GASOLINA,29/01/2024,"5,93",,R$ / litro,BRANCA
74786,NE,CE,FORTALEZA,JP COMERCIO DE COMBUSTIVEIS E LUBRIFICANTES LTDA, 05.352.158/0002-25,AVENIDA VALDIR DIOGO,700,,PARQUE SANTO ANTONIO,60191-070,GASOLINA ADITIVADA,29/01/2024,"5,99",,R$ / litro,BRANCA
74787,NE,CE,FORTALEZA,JP COMERCIO DE COMBUSTIVEIS E LUBRIFICANTES LTDA, 05.352.158/0002-25,AVENIDA VALDIR DIOGO,700,,PARQUE SANTO ANTONIO,60191-070,DIESEL S10,29/01/2024,"5,57",,R$ / litro,BRANCA
74788,NE,CE,FORTALEZA,JP COMERCIO DE COMBUSTIVEIS E LUBRIFICANTES LTDA, 05.352.158/0002-25,AVENIDA VALDIR DIOGO,700,,PARQUE SANTO ANTONIO,60191-070,ETANOL,29/01/2024,"3,99",,R$ / litro,BRANCA
74789,NE,CE,FORTALEZA,D X COMERCIO DE COMBUSTIVEIS E DERIVADOS LTDA, 05.063.200/0001-07,RUA PROF HERIBALDO COSTA,1590,,JOAO XXIII,60525-190,GASOLINA,29/01/2024,"5,93",,R$ / litro,BRANCA
74790,NE,CE,FORTALEZA,D X COMERCIO DE COMBUSTIVEIS E DERIVADOS LTDA, 05.063.200/0001-07,RUA PROF HERIBALDO COSTA,1590,,JOAO XXIII,60525-190,GASOLINA ADITIVADA,29/01/2024,"5,98",,R$ / litro,BRANCA
74791,NE,CE,FORTALEZA,D X COMERCIO DE COMBUSTIVEIS E DERIVADOS LTDA, 05.063.200/0001-07,RUA PROF HERIBALDO COSTA,1590,,JOAO XXIII,60525-190,DIESEL S10,29/01/2024,"6,19",,R$ / litro,BRANCA
74792,NE,CE,FORTALEZA,D X COMERCIO DE COMBUSTIVEIS E DERIVADOS LTDA, 05.063.200/0001-07,RUA PROF HERIBALDO COSTA,1590,,JOAO XXIII,60525-190,ETANOL,29/01/2024,"3,92",,R$ / litro,BRANCA
74793,NE,CE,FORTALEZA,M. MADALENA DISTRIBUIDORA DE COMBUSTIVEL LTDA, 04.934.167/0001-80,AV.GODOFREDO MACIEL,6380,,MONDUBIM,60762-120,DIESEL S10,29/01/2024,"5,89",,R$ / litro,SP
74794,NE,CE,FORTALEZA,M. MADALENA DISTRIBUIDORA DE COMBUSTIVEL LTDA, 04.934.167/0001-80,AV.GODOFREDO MACIEL,6380,,MONDUBIM,60762-120,ETANOL,29/01/2024,"4,09",,R$ / litro,SP
74795,NE,CE,FORTALEZA,M. MADALENA DISTRIBUIDORA DE COMBUSTIVEL LTDA, 04.934.167/0001-80,AV.GODOFREDO MACIEL,6380,,MONDUBIM,60762-120,GASOLINA,29/01/2024,"5,95",,R$ / litro,SP
74796,NE,CE,FORTALEZA,POSTO NOSSA SENHORA DA PENHA LTDA, 04.320.821/0001-66,AVENIDA GAL OSORIO DE PAIVA,1851,,VIL PERY,60720-001,GASOLINA,29/01/2024,"5,93",,R$ / litro,VIBRA
74797,NE,CE,FORTALEZA,POSTO NOSSA SENHORA DA PENHA LTDA, 04.320.821/0001-66,AVENIDA GAL OSORIO DE PAIVA,1851,,VIL PERY,60720-001,GASOLINA ADITIVADA,29/01/2024,"6,03",,R$ / litro,VIBRA
74798,NE,CE,FORTALEZA,POSTO NOSSA SENHORA DA PENHA LTDA, 04.320.821/0001-66,AVENIDA GAL OSORIO DE PAIVA,1851,,VIL PERY,60720-001,DIESEL S10,29/01/2024,"5,79",,R$ / litro,VIBRA
74799,NE,CE,FORTALEZA,POSTO NOSSA SENHORA DA PENHA LTDA, 04.320.821/0001-66,AVENIDA GAL OSORIO DE PAIVA,1851,,VIL PERY,60720-001,ETANOL,29/01/2024,"4,28",,R$ / litro,VIBRA
74803,NE,CE,FORTALEZA,FT COMERCIO DE PETROLEO LTDA, 03.773.814/0001-57,AVENIDA BEZERRA DE MENEZES,285,,FARIAS BRITO,60325-000,GNV,29/01/2024,"4,99",,R$ / m³,RAIZEN
74804,NE,CE,FORTALEZA,FT COMERCIO DE PETROLEO LTDA, 03.773.814/0001-57,AVENIDA BEZERRA DE MENEZES,285,,FARIAS BRITO,60325-000,GASOLINA,29/01/2024,"5,93",,R$ / litro,RAIZEN
74805,NE,CE,FORTALEZA,FT COMERCIO DE PETROLEO LTDA, 03.773.814/0001-57,AVENIDA BEZERRA DE MENEZES,285,,FARIAS BRITO,60325-000,GASOLINA ADITIVADA,29/01/2024,"5,99",,R$ / litro,RAIZEN
74806,NE,CE,FORTALEZA,FT COMERCIO DE PETROLEO LTDA, 03.773.814/0001-57,AVENIDA BEZERRA DE MENEZES,285,,FARIAS BRITO,60325-000,DIESEL S10,29/01/2024,"5,79",,R$ / litro,RAIZEN
74807,NE,CE,FORTALEZA,FT COMERCIO DE PETROLEO LTDA, 03.773.814/0001-57,AVENIDA BEZERRA DE MENEZES,285,,FARIAS BRITO,60325-000,ETANOL,29/01/2024,"4,27",,R$ / litro,RAIZEN
74808,NE,CE,FORTALEZA,MILLENNIUM PETROLEO LTDA, 03.524.403/0001-28,AVENIDA DEPUTADO PAULINO ROCHA,3003,,CASTELAO,60864-310,GASOLINA ADITIVADA,29/01/2024,"6,19",,R$ / litro,IPIRANGA
74809,NE,CE,FORTALEZA,MILLENNIUM PETROLEO LTDA, 03.524.403/0001-28,AVENIDA DEPUTADO PAULINO ROCHA,3003,,CASTELAO,60864-310,DIESEL S10,29/01/2024,"5,99",,R$ / litro,IPIRANGA
74810,NE,CE,FORTALEZA,MILLENNIUM PETROLEO LTDA, 03.524.403/0001-28,AVENIDA DEPUTADO PAULINO ROCHA,3003,,CASTELAO,60864-310,ETANOL,29/01/2024,"4,59",,R$ / litro,IPIRANGA
74811,NE,CE,FORTALEZA,KG COMERCIO E COMBUSTIVEIS LTDA, 03.521.199/0001-91,AVENIDA ENGENHEIRO ALBERTO SA,1340,,PAPICU,60175-395,GASOLINA ADITIVADA,29/01/2024,"5,99",,R$ / litro,VIBRA
74812,NE,CE,FORTALEZA,KG COMERCIO E COMBUSTIVEIS LTDA, 03.521.199/0001-91,AVENIDA ENGENHEIRO ALBERTO SA,1340,,PAPICU,60175-395,ETANOL,29/01/2024,"4,49",,R$ / litro,VIBRA
74813,NE,CE,FORTALEZA,COMERCIAL RIPARDO DERIVADOS DE PETROLEO LTDA, 03.235.387/0001-53,AVENIDA SEN.FERNANDES TAVORA,3281,,JOQUEI CLUBE,60510-290,GASOLINA,29/01/2024,"5,95",,R$ / litro,VIBRA
74814,NE,CE,FORTALEZA,COMERCIAL RIPARDO DERIVADOS DE PETROLEO LTDA, 03.235.387/0001-53,AVENIDA SEN.FERNANDES TAVORA,3281,,JOQUEI CLUBE,60510-290,GASOLINA ADITIVADA,29/01/2024,"6,25",,R$ / litro,VIBRA
74815,NE,CE,FORTALEZA,COMERCIAL RIPARDO DERIVADOS DE PETROLEO LTDA, 03.235.387/0001-53,AVENIDA SEN.FERNANDES TAVORA,3281,,JOQUEI CLUBE,60510-290,ETANOL,29/01/2024,"4,19",,R$ / litro,VIBRA
74816,NE,CE,FORTALEZA,L & S COMERCIO DE COMBUSTIVEIS LTDA, 02.858.003/0002-77,AVENIDA ENGENHEIRO SANTANA JUNIOR,1240,,PAPICU,60175-652,GNV,29/01/2024,"4,99",,R$ / m³,VIBRA
74817,NE,CE,FORTALEZA,L & S COMERCIO DE COMBUSTIVEIS LTDA, 02.858.003/0002-77,AVENIDA ENGENHEIRO SANTANA JUNIOR,1240,,PAPICU,60175-652,GASOLINA,29/01/2024,"5,89",,R$ / litro,VIBRA
74818,NE,CE,FORTALEZA,L & S COMERCIO DE COMBUSTIVEIS LTDA, 02.858.003/0002-77,AVENIDA ENGENHEIRO SANTANA JUNIOR,1240,,PAPICU,60175-652,GASOLINA ADITIVADA,29/01/2024,"5,99",,R$ / litro,VIBRA
74819,NE,CE,FORTALEZA,L & S COMERCIO DE COMBUSTIVEIS LTDA, 02.858.003/0002-77,AVENIDA ENGENHEIRO SANTANA JUNIOR,1240,,PAPICU,60175-652,ETANOL,29/01/2024,"3,99",,R$ / litro,VIBRA
74820,NE,CE,FORTALEZA,VM FERNANDES COMERCIO DE COMBUSTIVEIS LTDA, 02.756.334/0001-15,AVENIDA DEDÉ BRASIL,1150,,ITAPERI,60410-411,GNV,29/01/2024,"4,99",,R$ / m³,VIBRA
74821,NE,CE,FORTALEZA,VM FERNANDES COMERCIO DE COMBUSTIVEIS LTDA, 02.756.334/0001-15,AVENIDA DEDÉ BRASIL,1150,,ITAPERI,60410-411,GASOLINA,29/01/2024,"5,93",,R$ / litro,VIBRA
74822,NE,CE,FORTALEZA,VM FERNANDES COMERCIO DE COMBUSTIVEIS LTDA, 02.756.334/0001-15,AVENIDA DEDÉ BRASIL,1150,,ITAPERI,60410-411,GASOLINA ADITIVADA,29/01/2024,"6,03",,R$ / litro,VIBRA
74823,NE,CE,FORTALEZA,VM FERNANDES COMERCIO DE COMBUSTIVEIS LTDA, 02.756.334/0001-15,AVENIDA DEDÉ BRASIL,1150,,ITAPERI,60410-411,ETANOL,29/01/2024,"3,99",,R$ / litro,VIBRA
74824,NE,CE,FORTALEZA,VM FERNANDES COMERCIO DE COMBUSTIVEIS LTDA, 02.756.334/0003-87,AVENIDA DOS EXPEDICIONÁRIOS,9977,,ITAPERI,60410-411,GASOLINA,29/01/2024,"5,93",,R$ / litro,VIBRA
74825,NE,CE,FORTALEZA,VM FERNANDES COMERCIO DE COMBUSTIVEIS LTDA, 02.756.334/0003-87,AVENIDA DOS EXPEDICIONÁRIOS,9977,,ITAPERI,60410-411,GASOLINA ADITIVADA,29/01/2024,"6,03",,R$ / litro,VIBRA
74826,NE,CE,FORTALEZA,VM FERNANDES COMERCIO DE COMBUSTIVEIS LTDA, 02.756.334/0003-87,AVENIDA DOS EXPEDICIONÁRIOS,9977,,ITAPERI,60410-411,ETANOL,29/01/2024,"3,99",,R$ / litro,VIBRA
74827,NE,CE,FORTALEZA,DAMPETRO COMERCIO DE DERIVADOS DE PETROLEO LTDA, 02.486.455/0001-94,AVENIDA BARAO DE STUDART,1050,,ALDEOTA,60120-001,GASOLINA,29/01/2024,"5,99",,R$ / litro,IPIRANGA
74828,NE,CE,FORTALEZA,DAMPETRO COMERCIO DE DERIVADOS DE PETROLEO LTDA, 02.486.455/0001-94,AVENIDA BARAO DE STUDART,1050,,ALDEOTA,60120-001,GASOLINA ADITIVADA,29/01/2024,"5,99",,R$ / litro,IPIRANGA
74829,NE,CE,FORTALEZA,DAMPETRO COMERCIO DE DERIVADOS DE PETROLEO LTDA, 02.486.455/0001-94,AVENIDA BARAO DE STUDART,1050,,ALDEOTA,60120-001,ETANOL,29/01/2024,"3,95",,R$ / litro,IPIRANGA
74830,NE,CE,FORTALEZA,MACK VII COMERCIO DE DERIVADOS DE PETROLEO LTDA, 01.952.847/0001-39,AVENIDA DA UNIVERSIDADE,3555,,BENFICA,60020-181,GASOLINA,29/01/2024,"5,99",,R$ / litro,RAIZEN
74831,NE,CE,FORTALEZA,MACK VII COMERCIO DE DERIVADOS DE PETROLEO LTDA, 01.952.847/0001-39,AVENIDA DA UNIVERSIDADE,3555,,BENFICA,60020-181,GASOLINA ADITIVADA,29/01/2024,"6,19",,R$ / litro,RAIZEN
74832,NE,CE,FORTALEZA,MACK VII COMERCIO DE DERIVADOS DE PETROLEO LTDA, 01.952.847/0001-39,AVENIDA DA UNIVERSIDADE,3555,,BENFICA,60020-181,DIESEL S10,29/01/2024,"5,79",,R$ / litro,RAIZEN
74833,NE,CE,FORTALEZA,MACK VII COMERCIO DE DERIVADOS DE PETROLEO LTDA, 01.952.847/0001-39,AVENIDA DA UNIVERSIDADE,3555,,BENFICA,60020-181,ETANOL,29/01/2024,"4,49",,R$ / litro,RAIZEN
74834,NE,CE,FORTALEZA,AUTO ABASTECIMENTO SANTO ANTONIO LTDA, 01.781.154/0001-20,AVENIDA GODOFREDO MACIEL,585,,PARANGABA,60710-001,GASOLINA,29/01/2024,"5,93",,R$ / litro,VIBRA
74835,NE,CE,FORTALEZA,AUTO ABASTECIMENTO SANTO ANTONIO LTDA, 01.781.154/0001-20,AVENIDA GODOFREDO MACIEL,585,,PARANGABA,60710-001,GASOLINA ADITIVADA,29/01/2024,"5,98",,R$ / litro,VIBRA
74836,NE,CE,FORTALEZA,AUTO ABASTECIMENTO SANTO ANTONIO LTDA, 01.781.154/0001-20,AVENIDA GODOFREDO MACIEL,585,,PARANGABA,60710-001,ETANOL,29/01/2024,"3,99",,R$ / litro,VIBRA
74837,NE,CE,FORTALEZA,AGUIAR COMERCIAL DE PETROLEO LTDA, 00.382.609/0001-72,AVENIDA PRESIDENTE COSTA E SILVA,3300,,MONDUBIM,60761-190,GASOLINA,29/01/2024,"5,99",,R$ / litro,VIBRA
74838,NE,CE,FORTALEZA,AGUIAR COMERCIAL DE PETROLEO LTDA, 00.382.609/0001-72,AVENIDA PRESIDENTE COSTA E SILVA,3300,,MONDUBIM,60761-190,GASOLINA ADITIVADA,29/01/2024,"6,09",,R$ / litro,VIBRA
74839,NE,CE,FORTALEZA,AGUIAR COMERCIAL DE PETROLEO LTDA, 00.382.609/0001-72,AVENIDA PRESIDENTE COSTA E SILVA,3300,,MONDUBIM,60761-190,DIESEL S10,29/01/2024,"5,99",,R$ / litro,VIBRA
74840,NE,CE,FORTALEZA,AGUIAR COMERCIAL DE PETROLEO LTDA, 00.382.609/0001-72,AVENIDA PRESIDENTE COSTA E SILVA,3300,,MONDUBIM,60761-190,ETANOL,29/01/2024,"4,49",,R$ / litro,VIBRA
74841,NE,CE,FORTALEZA,MOURA COMERCIO DE COMBUSTIVEIS LTDA, 00.333.717/0001-55,AVENIDA BEZERRA DE MENEZES,161,0,OTAVIO BONFIM,60325-003,GASOLINA,29/01/2024,"5,95",,R$ / litro,RAIZEN
74842,NE,CE,FORTALEZA,MOURA COMERCIO DE COMBUSTIVEIS LTDA, 00.333.717/0001-55,AVENIDA BEZERRA DE MENEZES,161,0,OTAVIO BONFIM,60325-003,GASOLINA ADITIVADA,29/01/2024,"6,25",,R$ / litro,RAIZEN
74843,NE,CE,FORTALEZA,MOURA COMERCIO DE COMBUSTIVEIS LTDA, 00.333.717/0001-55,AVENIDA BEZERRA DE MENEZES,161,0,OTAVIO BONFIM,60325-003,ETANOL,29/01/2024,"4,09",,R$ / litro,RAIZEN
74844,NE,CE,FORTALEZA,COMERCIAL TAVARES DE COMBUSTIVEIS E LUBRIFICANTES LTDA, 00.327.248/0002-42,AVENIDA SANTOS DUMONT,2484,0,ALDEOTA,60150-161,GASOLINA,29/01/2024,"5,98",,R$ / litro,RAIZEN
74845,NE,CE,FORTALEZA,COMERCIAL TAVARES DE COMBUSTIVEIS E LUBRIFICANTES LTDA, 00.327.248/0002-42,AVENIDA SANTOS DUMONT,2484,0,ALDEOTA,60150-161,GASOLINA ADITIVADA,29/01/2024,"6,09",,R$ / litro,RAIZEN
74846,NE,CE,FORTALEZA,COMERCIAL TAVARES DE COMBUSTIVEIS E LUBRIFICANTES LTDA, 00.327.248/0002-42,AVENIDA SANTOS DUMONT,2484,0,ALDEOTA,60150-161,DIESEL S10,29/01/2024,"6,49",,R$ / litro,RAIZEN
74847,NE,CE,FORTALEZA,COMERCIAL TAVARES DE COMBUSTIVEIS E LUBRIFICANTES LTDA, 00.327.248/0002-42,AVENIDA SANTOS DUMONT,2484,0,ALDEOTA,60150-161,ETANOL,29/01/2024,"4,59",,R$ / litro,RAIZEN
74848,NE,CE,FORTALEZA,COMERCIAL TAVARES DE COMBUSTIVEIS E LUBRIFICANTES LTDA, 00.327.248/0001-61,AVENIDA SANTOS DUMONT,3976,,ALDEOTA,60150-162,GASOLINA,29/01/2024,"5,99",,R$ / litro,RAIZEN
74849,NE,CE,FORTALEZA,COMERCIAL TAVARES DE COMBUSTIVEIS E LUBRIFICANTES LTDA, 00.327.248/0001-61,AVENIDA SANTOS DUMONT,3976,,ALDEOTA,60150-162,GASOLINA ADITIVADA,29/01/2024,"6,19",,R$ / litro,RAIZEN
74850,NE,CE,FORTALEZA,COMERCIAL TAVARES DE COMBUSTIVEIS E LUBRIFICANTES LTDA, 00.327.248/0001-61,AVENIDA SANTOS DUMONT,3976,,ALDEOTA,60150-162,DIESEL S10,29/01/2024,"6,49",,R$ / litro,RAIZEN
74851,NE,CE,FORTALEZA,COMERCIAL TAVARES DE COMBUSTIVEIS E LUBRIFICANTES LTDA, 00.327.248/0001-61,AVENIDA SANTOS DUMONT,3976,,ALDEOTA,60150-162,ETANOL,29/01/2024,"4,59",,R$ / litro,RAIZEN
74852,NE,CE,FORTALEZA,BARRACUDA COMERCIAL DE PETROLEO LTDA, 06.220.994/0001-38,RUA GODOFREDO MACIEL,277,,PARANGABA,60710-000,GNV,29/01/2024,"4,99",,R$ / m³,IPIRANGA
74853,NE,CE,FORTALEZA,BARRACUDA COMERCIAL DE PETROLEO LTDA, 06.220.994/0001-38,RUA GODOFREDO MACIEL,277,,PARANGABA,60710-000,GASOLINA,29/01/2024,"5,93",,R$ / litro,IPIRANGA
74854,NE,CE,FORTALEZA,BARRACUDA COMERCIAL DE PETROLEO LTDA, 06.220.994/0001-38,RUA GODOFREDO MACIEL,277,,PARANGABA,60710-000,GASOLINA ADITIVADA,29/01/2024,"6,09",,R$ / litro,IPIRANGA
74855,NE,CE,FORTALEZA,BARRACUDA COMERCIAL DE PETROLEO LTDA, 06.220.994/0001-38,RUA GODOFREDO MACIEL,277,,PARANGABA,60710-000,DIESEL S10,29/01/2024,"5,69",,R$ / litro,IPIRANGA
74856,NE,CE,FORTALEZA,BARRACUDA COMERCIAL DE PETROLEO LTDA, 06.220.994/0001-38,RUA GODOFREDO MACIEL,277,,PARANGABA,60710-000,ETANOL,29/01/2024,"4,09",,R$ / litro,IPIRANGA
76386,NE,CE,FORTALEZA,J A COMERCIO COMBUSTIVEIS LTDA, 02.696.818/0009-73,AVENIDA   ALBERTO CRAVEIRO,3559,,PASSARE,60860-000,GASOLINA,29/01/2024,"5,93",,R$ / litro,SP
76387,NE,CE,FORTALEZA,J A COMERCIO COMBUSTIVEIS LTDA, 02.696.818/0009-73,AVENIDA   ALBERTO CRAVEIRO,3559,,PASSARE,60860-000,GASOLINA ADITIVADA,29/01/2024,"6,09",,R$ / litro,SP
76388,NE,CE,FORTALEZA,J A COMERCIO COMBUSTIVEIS LTDA, 02.696.818/0009-73,AVENIDA   ALBERTO CRAVEIRO,3559,,PASSARE,60860-000,DIESEL S10,29/01/2024,"5,85",,R$ / litro,SP
76389,NE,CE,FORTALEZA,J A COMERCIO COMBUSTIVEIS LTDA, 02.696.818/0009-73,AVENIDA   ALBERTO CRAVEIRO,3559,,PASSARE,60860-000,ETANOL,29/01/2024,"4,49",,R$ / litro,SP
76915,NE,CE,FORTALEZA,POSTO ABN LTDA, 04.797.612/0002-99,AVENIDA CARNEIRO DE MENDONÇA,1158,,DEMOCRITO ROCHA,60440-160,GASOLINA,29/01/2024,"5,89",,R$ / litro,SP
76916,NE,CE,FORTALEZA,POSTO ABN LTDA, 04.797.612/0002-99,AVENIDA CARNEIRO DE MENDONÇA,1158,,DEMOCRITO ROCHA,60440-160,GASOLINA ADITIVADA,29/01/2024,"5,89",,R$ / litro,SP
76917,NE,CE,FORTALEZA,POSTO ABN LTDA, 04.797.612/0002-99,AVENIDA CARNEIRO DE MENDONÇA,1158,,DEMOCRITO ROCHA,60440-160,DIESEL S10,29/01/2024,"5,89",,R$ / litro,SP
76918,NE,CE,FORTALEZA,POSTO ABN LTDA, 04.797.612/0002-99,AVENIDA CARNEIRO DE MENDONÇA,1158,,DEMOCRITO ROCHA,60440-160,ETANOL,29/01/2024,"3,99",,R$ / litro,SP
76964,NE,CE,CRATO,MSB COMERCIO DE COMBUSTIVEIS LTDA., 13.173.181/0001-08,AVENIDA AVENIDA PERIMETRAL DOM FRANCISCO,719,,PINTO MADEIRA,63101-095,GASOLINA,29/01/2024,"5,54",,R$ / litro,BRANCA
76965,NE,CE,CRATO,MSB COMERCIO DE COMBUSTIVEIS LTDA., 13.173.181/0001-08,AVENIDA AVENIDA PERIMETRAL DOM FRANCISCO,719,,PINTO MADEIRA,63101-095,GASOLINA ADITIVADA,29/01/2024,"5,54",,R$ / litro,BRANCA
76966,NE,CE,CRATO,MSB COMERCIO DE COMBUSTIVEIS LTDA., 13.173.181/0001-08,AVENIDA AVENIDA PERIMETRAL DOM FRANCISCO,719,,PINTO MADEIRA,63101-095,DIESEL S10,29/01/2024,"6,1",,R$ / litro,BRANCA
76967,NE,CE,CRATO,MSB COMERCIO DE COMBUSTIVEIS LTDA., 13.173.181/0001-08,AVENIDA AVENIDA PERIMETRAL DOM FRANCISCO,719,,PINTO MADEIRA,63101-095,ETANOL,29/01/2024,"3,83",,R$ / litro,BRANCA
77068,NE,CE,JUAZEIRO DO NORTE,POSTO DE COMBUSTIVEIS E DERIVADOS DE PETROLEO HB LTDA, 14.284.952/0001-99,RUA PAULO MAIA,446,,TRIANGULO,63041-260,GASOLINA,29/01/2024,"5,58",,R$ / litro,BRANCA
77069,NE,CE,JUAZEIRO DO NORTE,POSTO DE COMBUSTIVEIS E DERIVADOS DE PETROLEO HB LTDA, 14.284.952/0001-99,RUA PAULO MAIA,446,,TRIANGULO,63041-260,GASOLINA ADITIVADA,29/01/2024,"5,69",,R$ / litro,BRANCA
77070,NE,CE,JUAZEIRO DO NORTE,POSTO DE COMBUSTIVEIS E DERIVADOS DE PETROLEO HB LTDA, 14.284.952/0001-99,RUA PAULO MAIA,446,,TRIANGULO,63041-260,DIESEL S10,29/01/2024,"6,1",,R$ / litro,BRANCA
77071,NE,CE,JUAZEIRO DO NORTE,POSTO DE COMBUSTIVEIS E DERIVADOS DE PETROLEO HB LTDA, 14.284.952/0001-99,RUA PAULO MAIA,446,,TRIANGULO,63041-260,ETANOL,29/01/2024,"4,09",,R$ / litro,BRANCA
77215,NE,CE,CRATO,PETROX COMERCIO DE COMBUSTIVEIS LTDA, 15.503.343/0001-46,AVENIDA PADRE CICERO,1197,,SAO MIGUEL,63122-445,GASOLINA,29/01/2024,"5,54",,R$ / litro,BRANCA
77216,NE,CE,CRATO,PETROX COMERCIO DE COMBUSTIVEIS LTDA, 15.503.343/0001-46,AVENIDA PADRE CICERO,1197,,SAO MIGUEL,63122-445,DIESEL S10,29/01/2024,"5,97",,R$ / litro,BRANCA
77217,NE,CE,CRATO,PETROX COMERCIO DE COMBUSTIVEIS LTDA, 15.503.343/0001-46,AVENIDA PADRE CICERO,1197,,SAO MIGUEL,63122-445,ETANOL,29/01/2024,"3,83",,R$ / litro,BRANCA
77507,NE,CE,QUIXADA,PIMENTEL & FREIRE COMERCIO DE COMBUSTIVEIS LTDA, 19.828.928/0001-97,AVENIDA JOSE CAPISTRANO FILHO,S/N,KM: 98;,COHAB,63905-630,GASOLINA,29/01/2024,"5,87",,R$ / litro,BRANCA
77508,NE,CE,QUIXADA,PIMENTEL & FREIRE COMERCIO DE COMBUSTIVEIS LTDA, 19.828.928/0001-97,AVENIDA JOSE CAPISTRANO FILHO,S/N,KM: 98;,COHAB,63905-630,ETANOL,29/01/2024,"4,39",,R$ / litro,BRANCA
77537,NE,CE,FORTALEZA,POSTO CAMPEAO COMERCIO DE COMBUSTIVEIS LTDA, 06.013.569/0002-59,AVENIDA BENJAMIM BRASIL,404,,MONDUBIM,60711-442,GASOLINA,29/01/2024,"5,93",,R$ / litro,VIBRA
77538,NE,CE,FORTALEZA,POSTO CAMPEAO COMERCIO DE COMBUSTIVEIS LTDA, 06.013.569/0002-59,AVENIDA BENJAMIM BRASIL,404,,MONDUBIM,60711-442,GASOLINA ADITIVADA,29/01/2024,"6,29",,R$ / litro,VIBRA
77539,NE,CE,FORTALEZA,POSTO CAMPEAO COMERCIO DE COMBUSTIVEIS LTDA, 06.013.569/0002-59,AVENIDA BENJAMIM BRASIL,404,,MONDUBIM,60711-442,ETANOL,29/01/2024,"4,69",,R$ / litro,VIBRA
77563,NE,CE,FORTALEZA,VM FERNANDES COMERCIO DE COMBUSTIVEIS LTDA, 02.756.334/0005-49,RUA VITAL BRASIL,1142,,BONSUCESSO,60541-705,GASOLINA,29/01/2024,"5,93",,R$ / litro,VIBRA
77564,NE,CE,FORTALEZA,VM FERNANDES COMERCIO DE COMBUSTIVEIS LTDA, 02.756.334/0005-49,RUA VITAL BRASIL,1142,,BONSUCESSO,60541-705,ETANOL,29/01/2024,"3,94",,R$ / litro,VIBRA
